searchingName,collection,follows,game_engines,genre1,genre2,genre3,keywords1,keywords2,keywords3,keywords4,keywords5,name,rating,rating_count,themes1,themes2,themes3,themes4,themes5
Don Bradman Cricket 14,Don Bradman,2.0,,Simulator,Sport,Indie,cricket,steam,sports,steam achievements,digital distribution,Don Bradman Cricket 14,89.454055874452,8.0,,,,,
Moonbase Alpha,,0.0,Unreal Engine,Simulator,Sport,Strategy,space,adventure,steam,online,freeware,Moonbase Alpha,80.0,4.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
The Dream Machine,,6.0,Adobe AIR,Point-and-click,Puzzle,Adventure,casual,fantasy,claymation,puzzles,adventure,The Dream Machine,70.36153689007419,14.0,,,,,
Turbo Dismount,,6.0,Unity,Simulator,Indie,,indie,destruction,physics,comedy,stunt,Turbo Dismount,60.07691319777039,10.0,Action,Action,,,
The Golf Club,The Golf Club,3.0,Unity,Simulator,Sport,,golf,level editor,procedurally generated,unity engine,golf club,The Golf Club,70.0,0.0,,,,,
Child of Light,,128.0,UbiArt Framework,Role-playing (RPG),Adventure,,ghosts,magic,fantasy,turn-based,cooperative,Child of Light,82.090619307521,293.0,Fantasy,,,,
,,,,,,,,,,,,,,,,,,,
Chuzzle Deluxe,,0.0,,Puzzle,,,casual,match 3,steam,strategy,digital distribution,Chuzzle Deluxe,71.1501188630136,5.0,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
The Banner Saga,The Banner Saga,76.0,,Role-playing (RPG),Strategy,Tactical,indie,blood,medieval,sword,fantasy,The Banner Saga,85.2838224232612,212.0,Fantasy,Fantasy,,,
Hunting Unlimited 2010,Hunting Unlimited,0.0,,Simulator,Sport,,hunting,steam,,,,Hunting Unlimited 2010,60.0,2.0,,,,,
Car Mechanic Simulator 2015,Car Mechanic Simulator,4.0,,Puzzle,Racing,Simulator,kickstarter funded,management,simulation,car mechanic,unity engine,Car Mechanic Simulator 2015,70.50561797752809,10.0,Sandbox,,,,
,,,,,,,,,,,,,,,,,,,
Reassembly,,4.0,,Simulator,Strategy,Indie,indie,construction,space battle,building,digital distribution,Reassembly,77.29606640283541,6.0,Action,Action,Sandbox,,
RaiderZ,,2.0,,Role-playing (RPG),Adventure,,fantasy,mmorpg,adventure,nudity,free-to-play,RaiderZ,0.0,0.0,Action,,,,
Alan Wake's American Nightmare,Alan Wake,41.0,,Shooter,Adventure,,zombies,full motion video ( fmv ),third person shooter,shooter,action-adventure,Alan Wake's American Nightmare,67.5645786837309,162.0,Action,Action,Horror,Survival,Drama
Gems of War,,4.0,,Puzzle,Role-playing (RPG),Strategy,sword,fantasy,turn-based,ps4,match 3,Gems of War,75.95513625282871,11.0,Action,Action,,,
Overgrowth,,19.0,Phoenix Engine (Wolfire),Fighting,Tactical,Hack and slash/Beat 'em up,fighting,sword,brawler,action-adventure,animal protagonists,Overgrowth,51.2318332450804,12.0,Action,Action,,,
Scania Truck Driving Simulator,,5.0,Prism3D,Racing,Simulator,Indie,simulation,driving-simulator,truck,licensed game,driving/racing,Scania Truck Driving Simulator,66.5239294710328,5.0,,,,,
Doodle God,Doodle God,4.0,,Puzzle,Simulator,Indie,dinosaurs,blood,wizards,vampire,dragons,Doodle God,68.27908753548951,22.0,Action,,,,
The Stomping Land,,1.0,Unreal Engine,Simulator,Strategy,Adventure,dinosaurs,fantasy,kickstarter funded,crafting,early access,The Stomping Land,0.0,0.0,Action,Action,Survival,Historical,Sandbox
EDGE,,6.0,,Platform,Puzzle,Adventure,casual,indie,retro,death,puzzles,EDGE,73.8648380364205,21.0,Action,,,,
The Last Remnant,,11.0,Unreal Engine,Role-playing (RPG),Strategy,,medieval,magic,sword,fantasy,turn-based,The Last Remnant,64.7179705175128,18.0,Fantasy,Fantasy,,,
,,,,,,,,,,,,,,,,,,,
"Cook, Serve, Delicious!","Cook, Serve, Delicious!",11.0,Game Maker,Puzzle,Simulator,Strategy,comedy,dating,desura,typing,cooking,"Cook, Serve, Delicious!",83.7361278617005,29.0,Action,Action,Business,,
Gorky 17,Gorky,5.0,,Role-playing (RPG),Strategy,Tactical,isometric,turn-based,rpg,strategic,sci-fi,Gorky 17,79.9584482417394,14.0,Action,Action,Horror,,
,,,,,,,,,,,,,,,,,,,
The Repopulation,,0.0,,Role-playing (RPG),Indie,,indie,crafting,mmorpg,sci-fi,online,The Repopulation,50.0,0.0,Science fiction,,,,
,,,,,,,,,,,,,,,,,,,
Battlepaths,Crisis in Command,0.0,,Role-playing (RPG),Strategy,Indie,world war 2 ( ww2 ),fantasy,turn-based,role playing,action-adventure,Battlepaths,60.0,0.0,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Boid,,2.0,Microsoft XNA,Real Time Strategy (RTS),Strategy,Indie,free to play ( f2p ),indie,sci-fi,strategy,digital distribution,Boid,80.0,2.0,Action,Action,,,
Timberman,,5.0,,Puzzle,Indie,Arcade,pixel graphics,puzzle,digital distribution,bomb,touch controls,Timberman,73.73871775928339,10.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
Dead Effect,Dead Effect,1.0,,Shooter,Adventure,Indie,zombies,robot,post-apocalyptic,blood,comedy,Dead Effect,60.0,3.0,Action,Action,Horror,Comedy,
,,,,,,,,,,,,,,,,,,,
Front Mission Evolved,Front Mission,5.0,,Shooter,Simulator,,vehicular combat,robot,mech,space station,vehicle simulation,Front Mission Evolved,65.5740922980245,9.0,Action,Action,Warfare,,
The Bridge,,12.0,,Platform,Puzzle,Strategy,indie,gravity,surrealism,physics,puzzles,The Bridge,70.51976014863419,62.0,Fantasy,,,,
,,,,,,,,,,,,,,,,,,,
Loom,,25.0,SCUMM,Point-and-click,Puzzle,Simulator,puzzle solving,magic,sword,fantasy,dragons,Loom,88.510472430403,60.0,Fantasy,Fantasy,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Uplink,,10.0,,Strategy,Indie,,hacking,hacker,,,,Uplink,79.7406511571941,19.0,Science fiction,,,,
Toki Tori 2+,Toki Tori,0.0,,Platform,Puzzle,Strategy,casual,level editor,puzzle solving,collecting,metroidvania,Toki Tori 2+,79.7807911512543,9.0,Kids,Kids,,,
Destination Sol,,0.0,,Role-playing (RPG),Indie,,free to play ( f2p ),,,,,Destination Sol,0.0,0.0,Action,Action,Open world,,
A Story About My Uncle,,22.0,Unreal Engine,Platform,Puzzle,Adventure,indie,fantasy,egg,sci-fi,bridge,A Story About My Uncle,68.2103587467353,102.0,Action,Action,Science fiction,,
Yet Another Zombie Defense,,2.0,,Shooter,Strategy,Indie,zombies,tower defense,shoot 'em up,dark,survival,Yet Another Zombie Defense,21.3271333908624,12.0,Action,Action,Survival,,
,,,,,,,,,,,,,,,,,,,
Restaurant Empire II,,1.0,,Simulator,Strategy,Indie,cooking,management,simulation,restaurant,gamersgate,Restaurant Empire II,50.0,3.0,Business,,,,
StarDrive,StarDrive,2.0,,Real Time Strategy (RTS),Strategy,Indie,kickstarter funded,desura,sci-fi,steam trading cards,strategy,StarDrive,40.0,4.0,Action,Action,"4X (explore, expand, exploit, and exterminate)",,
Beasts of Prey,,0.0,,Adventure,Indie,,hunting,dinosaurs,indie,sandbox,survival,Beasts of Prey,0.0,0.0,Action,Action,Sandbox,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Quake,,0.0,,,,,,,,,,Quake,0.0,0.0,,,,,
Worms Revolution,Worms,6.0,,Strategy,Turn-based strategy (TBS),,artillery game,side scroller,physics,health,comedy,Worms Revolution,69.733081400982,26.0,Comedy,Comedy,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Ether Vapor Remaster,,0.0,,Shooter,Indie,Arcade,anime,shoot 'em up,bullet hell,sci-fi,shooter,Ether Vapor Remaster,80.0,0.0,Action,Action,,,
Bulletstorm,,84.0,Unreal Engine,Shooter,,,vehicular combat,dinosaurs,cybernetics,blood,brutal,Bulletstorm,79.73239733964971,279.0,Action,Action,Comedy,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
MLB Front Office Manager,MLB,1.0,,Simulator,Sport,,baseball,mlb,management,simulation,sports,MLB Front Office Manager,0.0,0.0,Business,,,,
Men of War,Men of War,9.0,,Real Time Strategy (RTS),Simulator,Strategy,world war 2 ( ww2 ),soldier,military,steam,tank,Men of War,79.8320597857139,9.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Revenge of the Titans,,1.0,,Real Time Strategy (RTS),Strategy,Indie,ghosts,tower defense,desura,open-source,sci-fi,Revenge of the Titans,79.1147414112453,9.0,Action,Action,,,
Offworld Trading Company,,23.0,,Real Time Strategy (RTS),Simulator,Strategy,sci-fi,real-time strategy,economy,pre-release public testing,humble bundle,Offworld Trading Company,68.0500943320894,19.0,Science fiction,,,,
Return to Castle Wolfenstein,Wolfenstein,112.0,id Tech 3,Shooter,,,world war 2 ( ww2 ),blood,stealth,murder,fantasy,Return to Castle Wolfenstein,79.1074223562804,330.0,Action,Action,Science fiction,Horror,Historical
,,,,,,,,,,,,,,,,,,,
Bloodline Champions,World Snooker Championship,3.0,,Real Time Strategy (RTS),,,martial arts,free to play ( f2p ),arena,moba,skill-based,Bloodline Champions,84.9728959936682,11.0,Action,Action,,,
The Darkness II,The Darkness,77.0,Evolution Engine,Shooter,,,helicopter,world war 1 ( ww1 ),blood,murder,fantasy,The Darkness II,76.9039687249728,173.0,Action,Action,Survival,,
Sunless Sea,,35.0,Unity,Real Time Strategy (RTS),Role-playing (RPG),Strategy,pirates,fantasy,kickstarter funded,fishing,procedural generation,Sunless Sea,69.2099210535436,57.0,Fantasy,Fantasy,Thriller,Survival,Historical
,,,,,,,,,,,,,,,,,,,
Magicka,Magicka,49.0,Microsoft XNA,Role-playing (RPG),Strategy,Adventure,orcs,wizards,magic,sword,fantasy,Magicka,72.2396899751949,142.0,Action,Action,Comedy,Drama,
Pox Nora,,1.0,,Role-playing (RPG),Strategy,Turn-based strategy (TBS),fantasy,turn-based,collectible card game ( ccg ),strategic,mmorpg,Pox Nora,0.0,0.0,Fantasy,,,,
The Movies,,28.0,In-house engine,Simulator,Strategy,,movie games,simulation,strategy,,,The Movies,79.59802187718181,92.0,Business,,,,
Outland,,17.0,,Platform,Strategy,Adventure,sword,fantasy,health,dragons,bullet hell,Outland,73.0355392334167,38.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
Mafia,Mafia,346.0,LS3D,Fighting,Shooter,Racing,vehicular combat,fighting,stealth,murder,organized crime,Mafia,87.2081982691993,950.0,Action,Action,,,
Canyon Capers,,1.0,,Platform,Indie,Arcade,casual,retro,platformers,steam,steam trading cards,Canyon Capers,60.0,2.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Dead Space 2,Dead Space,253.0,,Shooter,Adventure,,aliens,blood,gravity,disease,health,Dead Space 2,86.6049151735788,726.0,Action,Action,Horror,Survival,
World of Mixed Martial Arts 3,World of Mixed Martial Arts,0.0,,Simulator,Sport,,martial arts,management,mixed martial arts,simulation,sports,World of Mixed Martial Arts 3,70.0,1.0,,,,,
Eternal Senia,,2.0,RPG Maker VX Ace,Role-playing (RPG),Indie,,anime,jrpg,role playing,steam,rpg maker,Eternal Senia,71.5583740703809,11.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Dear Esther,,41.0,Source,Adventure,Indie,,ghosts,exploration,casual,indie,island,Dear Esther,71.3841972713372,145.0,Fantasy,,,,
,,,,,,,,,,,,,,,,,,,
Overcast - Walden and the Werewolf,,1.0,,Shooter,Adventure,Indie,first person shooter,horror,,,,Overcast - Walden and the Werewolf,50.0,1.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
King Arthur Collection,,0.0,,Strategy,Adventure,,,,,,,King Arthur Collection,0.0,0.0,Fantasy,Fantasy,,,
Lifeless Planet,Lifeless Planet,9.0,Unity,Adventure,Indie,,exploration,indie,kickstarter funded,puzzles,sci-fi,Lifeless Planet,59.61371594930679,24.0,Action,Action,Mystery,,
,,,,,,,,,,,,,,,,,,,
Max Payne 3,Max Payne,268.0,RAGE,Shooter,,,helicopter,neo noir,sandbox,blood,murder,Max Payne 3,82.4121024828161,796.0,Action,Action,Sandbox,,
Steredenn,,1.0,Unity,Shooter,Indie,Arcade,indie,shoot 'em up,roguelike,sci-fi,space shooter,Steredenn,63.4587224979221,5.0,Action,Action,,,
Euro Truck Simulator 2,Euro Truck Simulator,132.0,Prism3D,Racing,Simulator,Indie,vehicle simulation,trucks,management,bridge,simulation,Euro Truck Simulator 2,80.0756543211554,220.0,Non-fiction,Non-fiction,,,
Minimum,,0.0,,Shooter,,,indie,voxel,sci-fi,shooter,steam trading cards,Minimum,50.0,2.0,Action,Action,,,
Natural Selection 2,Natural Selection,10.0,Spark,Shooter,Real Time Strategy (RTS),Strategy,aliens,chainsaw,blood,stealth,disease,Natural Selection 2,77.8097782820694,23.0,Action,Action,Horror,Survival,
,,,,,,,,,,,,,,,,,,,
Guncraft,,0.0,,Shooter,Indie,,indie,kickstarter funded,voxel,steam,building,Guncraft,50.0,0.0,Action,Action,,,
Fuse,Absent,2.0,,Shooter,Adventure,,robot,health,robots,fire,sci-fi,Fuse,60.0084153415473,10.0,Action,Action,,,
Rotieer,,0.0,,Indie,,,,,,,,Rotieer,0.0,0.0,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Space Hulk,Space Hulk,3.0,Unity,Strategy,Turn-based strategy (TBS),Indie,indie,turn-based,fire,sci-fi,steam,Space Hulk,69.9238450130228,8.0,Science fiction,,,,
,,,,,,,,,,,,,,,,,,,
Contagion,,7.0,Source,Shooter,Adventure,Indie,zombies,survival,kickstarter funded,first person shooter,fps,Contagion,57.2301684222019,16.0,Action,Action,Survival,,
,,,,,,,,,,,,,,,,,,,
I am Bread,,6.0,,Platform,Puzzle,Simulator,comedy,ps4,food,simulator,steam,I am Bread,53.1950696928821,10.0,Action,Action,,,
Wildlife Park 2,Wildlife Park,1.0,,Simulator,Strategy,Indie,,,,,,Wildlife Park 2,50.0,2.0,,,,,
Shelter,,0.0,,Turn-based strategy (TBS),,,horror,card game,comic book cutscene,,,Shelter,0.0,0.0,Horror,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Hatred,,14.0,Unreal Engine,Shooter,Indie,,black-and-white,dual-stick shooter,crime,digital distribution,extreme violence,Hatred,48.78954745772801,38.0,Action,Action,,,
The Maw,,3.0,,Platform,Strategy,Adventure,aliens,indie,puzzle solving,3d,fire,The Maw,67.2908804081544,13.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
Aion,,8.0,,Role-playing (RPG),Strategy,Adventure,grinding,gambling,mmorpg,blackjack,card game,Aion,68.4878355031673,32.0,Action,Action,Open world,,
The Jackbox Party Pack 2,The Jackbox Party Pack,7.0,,Music,Puzzle,Strategy,minigames,adult,comedy,game show,family,The Jackbox Party Pack 2,61.5071437636374,23.0,Comedy,Comedy,,,
Lost Planet 3,Lost Planet,16.0,Unreal Engine,Shooter,,,arctic climate,mech,prequel,fire,egg,Lost Planet 3,69.4458450034825,28.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
Mutant Mudds Deluxe,Mutant Mudds,1.0,,Platform,Adventure,Indie,retro,platformers,pixelated,action game,ps3,Mutant Mudds Deluxe,77.0,4.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
Piercing Blow,,0.0,,,,,,,,,,Piercing Blow,50.0,0.0,Action,,,,
Way of the Samurai 4,Way of the Samurai,4.0,,Role-playing (RPG),Adventure,,martial arts,sandbox,samurai,pedestrians,adventure,Way of the Samurai 4,60.0,3.0,Action,Action,,,
Far Cry 2,Far Cry,99.0,Dunia Engine,Shooter,Adventure,,modern warfare,helicopter,vehicular combat,hunting,indie,Far Cry 2,71.96027582203189,387.0,Action,Action,Open world,,
The Room,The Room,46.0,Unity,Point-and-click,Puzzle,Strategy,mystery,fire,maze,puzzles,button,The Room,81.0068791518046,133.0,Fantasy,,,,
SpaceChem,,8.0,,Puzzle,Simulator,Strategy,casual,indie,difficult,programming,puzzles,SpaceChem,83.14192569543539,24.0,Science fiction,,,,
,,,,,,,,,,,,,,,,,,,
Major Mayhem,Major Mayhem,0.0,,Shooter,Adventure,Indie,shooter,,,,,Major Mayhem,70.0,2.0,Action,,,,
LEGO The Lord of the Rings,Lego Lord of the Rings,48.0,,Adventure,,,orcs,immortality,sword,fantasy,comedy,LEGO The Lord of the Rings,74.4393949457135,129.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Revolution Ace,,1.0,,Shooter,Strategy,Adventure,modern warfare,vehicular combat,shoot 'em up,fps,vehicle combat,Revolution Ace,50.0,4.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Garry's Mod,,130.0,Source,Simulator,Indie,,sandbox,3d,moddable,guns,vehicles,Garry's Mod,79.0694085953548,273.0,Sandbox,,,,
,,,,,,,,,,,,,,,,,,,
Hacker Evolution,Hacker Evolution,3.0,,Puzzle,Simulator,,cyberpunk,simulation,steam,hacking,steam trading cards,Hacker Evolution,60.4295157995245,6.0,Non-fiction,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
The Dreamatorium of Dr. Magnus 2,,0.0,,Puzzle,Adventure,,desura,adventure,steam,steam trading cards,steam greenlight,The Dreamatorium of Dr. Magnus 2,60.0,2.0,,,,,
Ironclad Tactics,,2.0,,Real Time Strategy (RTS),Strategy,Turn-based strategy (TBS),indie,sword,robots,fire,ps4,Ironclad Tactics,60.0,3.0,Fantasy,Fantasy,Warfare,,
LYNE,,7.0,Unity,Music,Puzzle,Indie,casual,2d,procedural generation,puzzles,steam,LYNE,56.4715040560047,20.0,,,,,
Mark of the Ninja,,95.0,,Platform,Adventure,Indie,modern warfare,martial arts,stealth,ninja,fantasy,Mark of the Ninja,84.50549783865551,261.0,Action,Action,,,
How to Survive,How to Survive,12.0,,Role-playing (RPG),Tactical,Adventure,zombies,post-apocalyptic,survival,crafting,arcade game,How to Survive,65.6806771872216,33.0,Action,Action,Survival,,
BIT.TRIP BEAT,Bit.Trip,1.0,,Music,Puzzle,Indie,rhythm,music,desura,sci-fi,steam,BIT.TRIP BEAT,58.7246801839479,7.0,Action,Action,Party,,
12 Labours of Hercules,12 Labours of Hercules,4.0,,Puzzle,Strategy,Adventure,greek mythology,casual,real-time,hercules,time management,12 Labours of Hercules,79.5235961213974,10.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
Toy Soldiers,Toy Soldiers,3.0,,Shooter,Real Time Strategy (RTS),Simulator,helicopter,vehicular combat,world war 1 ( ww1 ),tower defense,toys,Toy Soldiers,68.2152155730074,8.0,Action,Action,Warfare,,
Impire,,0.0,,Real Time Strategy (RTS),Strategy,,fantasy,steam,overworld,point and click,real-time strategy,Impire,50.0,1.0,Action,Action,,,
One Way Heroics,,3.0,WOLF RPG Editor,Role-playing (RPG),Indie,,anime,indie,sword,2d,fantasy,One Way Heroics,69.8414539829853,8.0,Fantasy,,,,
Dungeons of Dredmor,,4.0,,Role-playing (RPG),Turn-based strategy (TBS),Indie,pirates,baseball,robot,blood,wizards,Dungeons of Dredmor,69.9212237761648,32.0,Action,Action,Comedy,,
,,,,,,,,,,,,,,,,,,,
Tidalis,,0.0,Unity,Puzzle,Indie,,lollipop,gravity,fire,jewel,candy,Tidalis,60.0,1.0,,,,,
Codename CURE,,1.0,Source,Shooter,,,,,,,,Codename CURE,80.0,3.0,Action,Action,,,
Dungeons 2,Dungeons,14.0,Unity,Real Time Strategy (RTS),Role-playing (RPG),Simulator,dungeon,fantasy,romance,role playing,simulation,Dungeons 2,67.3429894835845,9.0,Fantasy,Fantasy,,,
Rugby League Team Manager 2015,,0.0,,Simulator,Sport,Strategy,rugby,management,simulation,sports,,Rugby League Team Manager 2015,50.0,0.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
Fingered,,1.0,,Puzzle,Simulator,Indie,police,crime,puzzle,,,Fingered,59.93476665488841,5.0,Comedy,,,,
SteamWorld Dig,SteamWorld,45.0,,Platform,Puzzle,Adventure,western,post-apocalyptic,destruction,2d,health,SteamWorld Dig,74.11607992988691,161.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Symphony,Symphony,2.0,,Music,Indie,Arcade,shoot 'em up,fantasy,desura,procedural generation,steam,Symphony,76.102835959775,8.0,Action,Action,,,
The Lady,,0.0,,Adventure,Indie,,,,,,,The Lady,50.0,0.0,Action,,,,
Not The Robots,,1.0,Unity,Simulator,Strategy,Indie,indie,stealth,roguelike,robots,shadow,Not The Robots,45.0927370868213,5.0,Action,Action,,,
Obulis,,0.0,,Indie,,,,,,,,Obulis,80.0,1.0,,,,,
NBA 2K12,NBA 2K,9.0,,Simulator,Sport,Strategy,basketball,nba,achievements,online,dialogue trees,NBA 2K12,84.4070929368786,32.0,,,,,
,,,,,,,,,,,,,,,,,,,
Robin Hood,,0.0,,,,,,,,,,Robin Hood,0.0,0.0,,,,,
Sid Meier's Civilization IV,Civilization,89.0,Gamebryo,Simulator,Strategy,Turn-based strategy (TBS),murder,history,world domination,construction,turn-based,Sid Meier's Civilization IV,86.2332833051137,222.0,Fantasy,Fantasy,Educational,"4X (explore, expand, exploit, and exterminate)",
,,,,,,,,,,,,,,,,,,,
QuestRun,,2.0,,Role-playing (RPG),,,medieval,sword,fantasy,role playing,steam,QuestRun,40.0,2.0,Historical,,,,
Dwarfs F2P,,1.0,,Strategy,Indie,,,,,,,Dwarfs F2P,0.0,0.0,,,,,
,,,,,,,,,,,,,,,,,,,
Battlefield 2,Battlefield,98.0,Refractor Engine,Shooter,,,modern warfare,helicopter,vehicular combat,health,first person shooter,Battlefield 2,81.9769943635651,264.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
Cities in Motion,Cities in Motion,9.0,,Simulator,Strategy,,helicopter,management,simulation,steam,bus,Cities in Motion,69.0348864711241,16.0,Business,,,,
,,,,,,,,,,,,,,,,,,,
Space Engineers,,20.0,VRAGE,Shooter,Simulator,Strategy,space combat,sandbox,space mining,space station,sci-fi,Space Engineers,63.2075175995199,32.0,Action,Action,Sandbox,,
Only If,,20.0,Unity,Puzzle,Adventure,Indie,indie,fire,shadow,puzzles,adventure,Only If,67.9350539978397,15.0,Fantasy,Fantasy,Mystery,,
,,,,,,,,,,,,,,,,,,,
The Baconing,Deathspank,2.0,PhyreEngine,Role-playing (RPG),Adventure,,fantasy,comedy,sci-fi,role playing,steam,The Baconing,66.58206731267471,6.0,Action,Action,Comedy,,
,,,,,,,,,,,,,,,,,,,
Cities XL Platinum,Cities XL,3.0,,Simulator,Strategy,,city-building,management,simulation,building,economy,Cities XL Platinum,61.0553649295024,9.0,Sandbox,,,,
Dino D-Day,,4.0,Source,Shooter,Indie,,world war 2 ( ww2 ),dinosaurs,indie,gravity,fantasy,Dino D-Day,52.6203560282878,19.0,Action,Action,Historical,Comedy,
,,,,,,,,,,,,,,,,,,,
Cradle,,2.0,Unigine,Adventure,Indie,,exploration,sci-fi,adventure,amnesia,male protagonists,Cradle,71.4695592997037,8.0,Action,Action,,,
Aura Kingdom,,4.0,,Role-playing (RPG),Adventure,,anime,free to play ( f2p ),fantasy,rpg,shadow,Aura Kingdom,60.29996750657111,24.0,Action,Action,Historical,,
HIS (Heroes In the Sky),,0.0,,Role-playing (RPG),Simulator,Strategy,,,,,,HIS (Heroes In the Sky),0.0,0.0,Action,,,,
Receiver,Receiver,8.0,,Shooter,Simulator,Indie,cyberpunk,indie,roguelike,first person shooter,robots,Receiver,67.561959077617,12.0,Action,,,,
Brilliant Bob,,1.0,Unity,Platform,Adventure,,3d,steam,platformer,unity engine,jump,Brilliant Bob,0.0,0.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
The Swindle,,10.0,,Platform,Role-playing (RPG),Adventure,stealth,ps4,steampunk,steam,hacking,The Swindle,60.0444850942364,9.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Geometry Dash,Geometry Dash,25.0,Cocos2d-x,Music,Platform,Adventure,level editor,2d,difficult,sci-fi,steam,Geometry Dash,77.3008256985346,70.0,Action,Action,,,
